date,control_point,arrive_resident,arrive_mainland,arrive_others,arrive_total,departure_resident,departure_mainland,departure_others,departure_total
2020-04-21,Hong Kong-Zhuhai-Macao Bridge,24,4,0,28,24,5,2,31
2020-04-21,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-21,Man Kam To,0,0,0,0,0,0,0,0
2020-04-21,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-21,Shenzhen Bay,438,66,1,505,213,37,1,251
2020-04-21,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-21,Harbour Control,0,0,0,0,0,0,0,0
2020-04-21,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-22,Airport,561,2,29,592,243,6,57,306
2020-04-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-22,Hung Hom,0,0,0,0,0,0,0,0
2020-04-22,Lo Wu,0,0,0,0,0,0,0,0
2020-04-22,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-22,Hong Kong-Zhuhai-Macao Bridge,47,3,1,51,11,4,1,16
2020-04-22,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-22,Man Kam To,0,0,0,0,0,0,0,0
2020-04-22,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-22,Shenzhen Bay,384,60,3,447,242,44,0,286
2020-04-22,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-22,Harbour Control,0,0,0,0,0,0,0,0
2020-04-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-23,Airport,241,2,19,262,179,13,59,251
2020-04-23,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-23,Hung Hom,0,0,0,0,0,0,0,0
2020-04-23,Lo Wu,0,0,0,0,0,0,0,0
2020-04-23,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-23,Hong Kong-Zhuhai-Macao Bridge,24,1,1,26,8,1,2,11
2020-04-23,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-23,Man Kam To,0,0,0,0,0,0,0,0
2020-04-23,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-23,Shenzhen Bay,351,56,1,408,210,64,1,275
2020-04-23,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-23,Harbour Control,0,0,0,0,0,0,0,0
2020-04-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-24,Airport,817,0,26,843,374,5,63,442
2020-04-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-24,Hung Hom,0,0,0,0,0,0,0,0
2020-04-24,Lo Wu,0,0,0,0,0,0,0,0
2020-04-24,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-24,Hong Kong-Zhuhai-Macao Bridge,36,2,0,38,13,2,0,15
2020-04-24,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-24,Man Kam To,0,0,0,0,0,0,0,0
2020-04-24,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-24,Shenzhen Bay,397,38,0,435,214,36,2,252
2020-04-24,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-24,Harbour Control,0,0,0,0,0,0,0,0
2020-04-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-25,Airport,378,7,20,405,241,13,41,295
2020-04-25,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-25,Hung Hom,0,0,0,0,0,0,0,0
2020-04-25,Lo Wu,0,0,0,0,0,0,0,0
2020-04-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-25,Hong Kong-Zhuhai-Macao Bridge,26,1,0,27,19,0,0,19
2020-04-25,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-25,Man Kam To,0,0,0,0,0,0,0,0
2020-04-25,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-25,Shenzhen Bay,429,67,4,500,208,37,0,245
2020-04-25,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-25,Harbour Control,0,0,0,0,0,0,0,0
2020-04-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-26,Airport,421,1,20,442,333,18,35,386
2020-04-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-26,Hung Hom,0,0,0,0,0,0,0,0
2020-04-26,Lo Wu,0,0,0,0,0,0,0,0
2020-04-26,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-26,Hong Kong-Zhuhai-Macao Bridge,21,1,0,22,8,1,0,9
2020-04-26,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-26,Man Kam To,0,0,0,0,0,0,0,0
2020-04-26,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-26,Shenzhen Bay,407,80,4,491,184,59,2,245
2020-04-26,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-26,Harbour Control,0,0,0,0,0,0,0,0
2020-04-26,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-27,Airport,411,2,10,423,125,1,22,148
2020-04-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-27,Hung Hom,0,0,0,0,0,0,0,0
2020-04-27,Lo Wu,0,0,0,0,0,0,0,0
2020-04-27,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-27,Hong Kong-Zhuhai-Macao Bridge,33,2,1,36,36,1,3,40
2020-04-27,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-27,Man Kam To,0,0,0,0,0,0,0,0
2020-04-27,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-27,Shenzhen Bay,454,70,1,525,577,146,7,730
2020-04-27,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-27,Harbour Control,0,0,0,0,0,0,0,0
2020-04-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-28,Airport,464,0,64,528,160,1,50,211
2020-04-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-28,Hung Hom,0,0,0,0,0,0,0,0
2020-04-28,Lo Wu,0,0,0,0,0,0,0,0
2020-04-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-28,Hong Kong-Zhuhai-Macao Bridge,22,2,1,25,19,1,3,23
2020-04-28,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-28,Man Kam To,0,0,0,0,0,0,0,0
2020-04-28,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-28,Shenzhen Bay,341,49,1,391,176,25,3,204
2020-04-28,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-28,Harbour Control,0,0,0,0,0,0,0,0
2020-04-28,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-28,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-28,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-29,Airport,814,4,15,833,341,6,44,391
2020-04-29,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-29,Hung Hom,0,0,0,0,0,0,0,0
2020-04-29,Lo Wu,0,0,0,0,0,0,0,0
2020-04-29,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-29,Hong Kong-Zhuhai-Macao Bridge,24,2,0,26,18,1,1,20
2020-04-29,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-29,Man Kam To,0,0,0,0,0,0,0,0
2020-04-29,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-29,Shenzhen Bay,455,70,2,527,242,23,5,270
2020-04-29,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-29,Harbour Control,0,0,0,0,0,0,0,0
2020-04-29,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-29,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-29,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-30,Airport,747,5,48,800,254,17,31,302
2020-04-30,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-04-30,Hung Hom,0,0,0,0,0,0,0,0
2020-04-30,Lo Wu,0,0,0,0,0,0,0,0
2020-04-30,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-04-30,Hong Kong-Zhuhai-Macao Bridge,37,6,2,45,31,2,3,36
2020-04-30,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-04-30,Man Kam To,0,0,0,0,0,0,0,0
2020-04-30,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-04-30,Shenzhen Bay,827,114,2,943,348,70,4,422
2020-04-30,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-30,Harbour Control,0,0,0,0,0,0,0,0
2020-04-30,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-04-30,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-04-30,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-01,Airport,837,4,24,865,533,6,98,637
2020-05-01,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-01,Hung Hom,0,0,0,0,0,0,0,0
2020-05-01,Lo Wu,0,0,0,0,0,0,0,0
2020-05-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-01,Hong Kong-Zhuhai-Macao Bridge,35,5,1,41,17,1,1,19
2020-05-01,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-01,Man Kam To,0,0,0,0,0,0,0,0
2020-05-01,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-01,Shenzhen Bay,507,110,5,622,265,56,1,322
2020-05-01,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-01,Harbour Control,0,0,0,0,0,0,0,0
2020-05-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-02,Airport,452,6,39,497,352,4,72,428
2020-05-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-02,Hung Hom,0,0,0,0,0,0,0,0
2020-05-02,Lo Wu,0,0,0,0,0,0,0,0
2020-05-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-02,Hong Kong-Zhuhai-Macao Bridge,34,5,0,39,24,0,0,24
2020-05-02,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-02,Man Kam To,0,0,0,0,0,0,0,0
2020-05-02,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-02,Shenzhen Bay,534,89,0,623,220,27,3,250
2020-05-02,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-02,Harbour Control,0,0,0,0,0,0,0,0
2020-05-02,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-02,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-03,Airport,713,1,26,740,212,6,44,262
2020-05-03,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-03,Hung Hom,0,0,0,0,0,0,0,0
2020-05-03,Lo Wu,0,0,0,0,0,0,0,0
2020-05-03,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-03,Hong Kong-Zhuhai-Macao Bridge,38,1,7,46,10,2,4,16
2020-05-03,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-03,Man Kam To,0,0,0,0,0,0,0,0
2020-05-03,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-03,Shenzhen Bay,719,140,2,861,211,40,2,253
2020-05-03,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-03,Harbour Control,0,0,0,0,0,0,0,0
2020-05-03,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-03,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-03,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-04,Airport,770,10,19,799,251,4,161,416
2020-05-04,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-04,Hung Hom,0,0,0,0,0,0,0,0
2020-05-04,Lo Wu,0,0,0,0,0,0,0,0
2020-05-04,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-04,Hong Kong-Zhuhai-Macao Bridge,50,5,11,66,19,1,0,20
2020-05-04,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-04,Man Kam To,0,0,0,0,0,0,0,0
2020-05-04,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-04,Shenzhen Bay,629,79,4,712,288,33,6,327
2020-05-04,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-04,Harbour Control,0,0,0,0,0,0,0,0
2020-05-04,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-05,Airport,372,3,11,386,138,2,24,164
2020-05-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-05,Hung Hom,0,0,0,0,0,0,0,0
2020-05-05,Lo Wu,0,0,0,0,0,0,0,0
2020-05-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-05,Hong Kong-Zhuhai-Macao Bridge,49,6,2,57,29,0,2,31
2020-05-05,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-05,Man Kam To,0,0,0,0,0,0,0,0
2020-05-05,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-05,Shenzhen Bay,587,75,1,663,257,36,12,305
2020-05-05,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-05,Harbour Control,0,0,0,0,0,0,0,0
2020-05-05,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-05,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-06,Airport,496,4,13,513,313,9,30,352
2020-05-06,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-06,Hung Hom,0,0,0,0,0,0,0,0
2020-05-06,Lo Wu,0,0,0,0,0,0,0,0
2020-05-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-06,Hong Kong-Zhuhai-Macao Bridge,53,4,6,63,13,2,3,18
2020-05-06,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-06,Man Kam To,0,0,0,0,0,0,0,0
2020-05-06,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-06,Shenzhen Bay,754,79,1,834,287,43,7,337
2020-05-06,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-06,Harbour Control,0,0,0,0,0,0,0,0
2020-05-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-07,Airport,301,5,5,311,143,3,8,154
2020-05-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-07,Hung Hom,0,0,0,0,0,0,0,0
2020-05-07,Lo Wu,0,0,0,0,0,0,0,0
2020-05-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-07,Hong Kong-Zhuhai-Macao Bridge,52,0,2,54,21,3,0,24
2020-05-07,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-07,Man Kam To,0,0,0,0,0,0,0,0
2020-05-07,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-07,Shenzhen Bay,761,103,2,866,298,69,0,367
2020-05-07,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-07,Harbour Control,0,0,0,0,0,0,0,0
2020-05-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-08,Airport,1249,13,35,1297,371,9,49,429
2020-05-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-08,Hung Hom,0,0,0,0,0,0,0,0
2020-05-08,Lo Wu,0,0,0,0,0,0,0,0
2020-05-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-08,Hong Kong-Zhuhai-Macao Bridge,153,7,9,169,46,1,6,53
2020-05-08,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-08,Man Kam To,0,0,0,0,0,0,0,0
2020-05-08,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-08,Shenzhen Bay,1045,137,4,1186,348,67,2,417
2020-05-08,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-08,Harbour Control,0,0,0,0,0,0,0,0
2020-05-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-09,Airport,560,6,63,629,260,14,28,302
2020-05-09,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-09,Hung Hom,0,0,0,0,0,0,0,0
2020-05-09,Lo Wu,0,0,0,0,0,0,0,0
2020-05-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-09,Hong Kong-Zhuhai-Macao Bridge,144,7,4,155,43,5,1,49
2020-05-09,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-09,Man Kam To,0,0,0,0,0,0,0,0
2020-05-09,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-09,Shenzhen Bay,1056,156,5,1217,237,38,3,278
2020-05-09,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-09,Harbour Control,0,0,0,0,0,0,0,0
2020-05-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-10,Airport,923,7,41,971,254,7,42,303
2020-05-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-10,Hung Hom,0,0,0,0,0,0,0,0
2020-05-10,Lo Wu,0,0,0,0,0,0,0,0
2020-05-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-10,Hong Kong-Zhuhai-Macao Bridge,126,6,5,137,33,1,3,37
2020-05-10,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-10,Man Kam To,0,0,0,0,0,0,0,0
2020-05-10,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-10,Shenzhen Bay,1783,201,4,1988,233,43,5,281
2020-05-10,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-10,Harbour Control,0,0,0,0,0,0,0,0
2020-05-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-11,Airport,797,7,30,834,195,8,25,228
2020-05-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-11,Hung Hom,0,0,0,0,0,0,0,0
2020-05-11,Lo Wu,0,0,0,0,0,0,0,0
2020-05-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-11,Hong Kong-Zhuhai-Macao Bridge,167,3,7,177,34,3,5,42
2020-05-11,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-11,Man Kam To,0,0,0,0,0,0,0,0
2020-05-11,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-11,Shenzhen Bay,1886,175,6,2067,454,52,2,508
2020-05-11,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-11,Harbour Control,0,0,0,0,0,0,0,0
2020-05-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-12,Airport,452,5,33,490,146,7,34,187
2020-05-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-12,Hung Hom,0,0,0,0,0,0,0,0
2020-05-12,Lo Wu,0,0,0,0,0,0,0,0
2020-05-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-12,Hong Kong-Zhuhai-Macao Bridge,180,6,6,192,28,0,0,28
2020-05-12,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-12,Man Kam To,0,0,0,0,0,0,0,0
2020-05-12,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-12,Shenzhen Bay,1906,184,6,2096,278,36,9,323
2020-05-12,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-12,Harbour Control,0,0,0,0,0,0,0,0
2020-05-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-13,Airport,600,13,24,637,368,10,77,455
2020-05-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-13,Hung Hom,0,0,0,0,0,0,0,0
2020-05-13,Lo Wu,0,0,0,0,0,0,0,0
2020-05-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-13,Hong Kong-Zhuhai-Macao Bridge,118,5,1,124,35,0,4,39
2020-05-13,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-13,Man Kam To,0,0,0,0,0,0,0,0
2020-05-13,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-13,Shenzhen Bay,1149,112,8,1269,265,66,1,332
2020-05-13,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-13,Harbour Control,0,0,0,0,0,0,0,0
2020-05-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-14,Airport,597,3,32,632,187,2,41,230
2020-05-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-14,Hung Hom,0,0,0,0,0,0,0,0
2020-05-14,Lo Wu,0,0,0,0,0,0,0,0
2020-05-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-14,Hong Kong-Zhuhai-Macao Bridge,119,5,11,135,41,0,5,46
2020-05-14,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-14,Man Kam To,0,0,0,0,0,0,0,0
2020-05-14,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-14,Shenzhen Bay,777,122,4,903,298,41,29,368
2020-05-14,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-14,Harbour Control,0,0,0,0,0,0,0,0
2020-05-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-15,Airport,939,3,31,973,251,3,60,314
2020-05-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-15,Hung Hom,0,0,0,0,0,0,0,0
2020-05-15,Lo Wu,0,0,0,0,0,0,0,0
2020-05-15,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-15,Hong Kong-Zhuhai-Macao Bridge,102,9,8,119,51,5,9,65
2020-05-15,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-15,Man Kam To,0,0,0,0,0,0,0,0
2020-05-15,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-15,Shenzhen Bay,885,133,5,1023,293,55,1,349
2020-05-15,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-15,Harbour Control,0,0,0,0,0,0,0,0
2020-05-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-16,Airport,891,13,149,1053,337,5,77,419
2020-05-16,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-16,Hung Hom,0,0,0,0,0,0,0,0
2020-05-16,Lo Wu,0,0,0,0,0,0,0,0
2020-05-16,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-16,Hong Kong-Zhuhai-Macao Bridge,80,6,7,93,46,3,3,52
2020-05-16,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-16,Man Kam To,0,0,0,0,0,0,0,0
2020-05-16,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-16,Shenzhen Bay,950,155,9,1114,311,45,3,359
2020-05-16,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-16,Harbour Control,0,0,0,0,0,0,0,0
2020-05-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-17,Airport,873,6,55,934,221,7,61,289
2020-05-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-17,Hung Hom,0,0,0,0,0,0,0,0
2020-05-17,Lo Wu,0,0,0,0,0,0,0,0
2020-05-17,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-17,Hong Kong-Zhuhai-Macao Bridge,110,5,3,118,30,4,1,35
2020-05-17,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-17,Man Kam To,0,0,0,0,0,0,0,0
2020-05-17,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-05-17,Shenzhen Bay,1169,182,10,1361,195,40,1,236
2020-05-17,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-17,Harbour Control,0,0,0,0,0,0,0,0
2020-05-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-05-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-05-18,Airport,997,6,39,1042,261,9,62,332
2020-05-18,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-05-18,Hung Hom,0,0,0,0,0,0,0,0
2020-05-18,Lo Wu,0,0,0,0,0,0,0,0
2020-05-18,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-05-18,Hong Kong-Zhuhai-Macao Bridge,84,6,14,104,26,0,2,28
2020-05-18,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-05-18,Man Kam To,0,0,0,0,0,0,0,0
