date,control_point,arrive_resident,arrive_mainland,arrive_others,arrive_total,departure_resident,departure_mainland,departure_others,departure_total
2020-06-01,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-01,Hong Kong-Zhuhai-Macao Bridge,86,10,4,100,40,3,3,46
2020-06-01,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-01,Man Kam To,0,0,0,0,0,0,0,0
2020-06-01,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-01,Shenzhen Bay,984,166,15,1165,357,25,9,391
2020-06-01,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-01,Harbour Control,0,0,0,0,0,0,0,0
2020-06-01,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-01,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-01,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-02,Airport,1150,4,52,1206,367,2,110,479
2020-06-02,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-02,Hung Hom,0,0,0,0,0,0,0,0
2020-06-02,Lo Wu,0,0,0,0,0,0,0,0
2020-06-02,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-02,Hong Kong-Zhuhai-Macao Bridge,70,4,4,78,32,1,3,36
2020-06-02,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-02,Man Kam To,0,0,0,0,0,0,0,0
2020-06-02,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-02,Shenzhen Bay,576,108,17,701,267,30,4,301
2020-06-02,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-02,Harbour Control,0,0,0,0,0,0,0,0
2020-06-02,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-02,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-02,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-03,Airport,918,5,40,963,404,12,120,536
2020-06-03,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-03,Hung Hom,0,0,0,0,0,0,0,0
2020-06-03,Lo Wu,0,0,0,0,0,0,0,0
2020-06-03,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-03,Hong Kong-Zhuhai-Macao Bridge,97,6,4,107,64,0,2,66
2020-06-03,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-03,Man Kam To,0,0,0,0,0,0,0,0
2020-06-03,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-03,Shenzhen Bay,1147,196,6,1349,609,88,2,699
2020-06-03,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-03,Harbour Control,0,0,0,0,0,0,0,0
2020-06-03,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-03,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-03,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-04,Airport,952,6,36,994,440,5,80,525
2020-06-04,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-04,Hung Hom,0,0,0,0,0,0,0,0
2020-06-04,Lo Wu,0,0,0,0,0,0,0,0
2020-06-04,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-04,Hong Kong-Zhuhai-Macao Bridge,78,11,10,99,74,3,8,85
2020-06-04,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-04,Man Kam To,0,0,0,0,0,0,0,0
2020-06-04,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-04,Shenzhen Bay,1365,205,9,1579,820,111,8,939
2020-06-04,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-04,Harbour Control,0,0,0,0,0,0,0,0
2020-06-04,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-04,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-04,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-05,Airport,1073,4,42,1119,633,10,78,721
2020-06-05,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-05,Hung Hom,0,0,0,0,0,0,0,0
2020-06-05,Lo Wu,0,0,0,0,0,0,0,0
2020-06-05,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-05,Hong Kong-Zhuhai-Macao Bridge,124,7,9,140,65,9,3,77
2020-06-05,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-05,Man Kam To,0,0,0,0,0,0,0,0
2020-06-05,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-05,Shenzhen Bay,1378,223,13,1614,829,120,14,963
2020-06-05,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-05,Harbour Control,0,0,0,0,0,0,0,0
2020-06-05,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-05,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-05,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-06,Airport,527,7,46,580,390,22,186,598
2020-06-06,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-06,Hung Hom,0,0,0,0,0,0,0,0
2020-06-06,Lo Wu,0,0,0,0,0,0,0,0
2020-06-06,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-06,Hong Kong-Zhuhai-Macao Bridge,115,14,4,133,56,4,8,68
2020-06-06,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-06,Man Kam To,0,0,0,0,0,0,0,0
2020-06-06,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-06,Shenzhen Bay,1368,262,14,1644,718,103,40,861
2020-06-06,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-06,Harbour Control,0,0,0,0,0,0,0,0
2020-06-06,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-06,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-06,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-07,Airport,1083,3,44,1130,520,9,120,649
2020-06-07,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-07,Hung Hom,0,0,0,0,0,0,0,0
2020-06-07,Lo Wu,0,0,0,0,0,0,0,0
2020-06-07,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-07,Hong Kong-Zhuhai-Macao Bridge,122,7,11,140,56,3,4,63
2020-06-07,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-07,Man Kam To,0,0,0,0,0,0,0,0
2020-06-07,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-07,Shenzhen Bay,2123,366,16,2505,670,133,3,806
2020-06-07,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-07,Harbour Control,0,0,0,0,0,0,0,0
2020-06-07,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-07,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-07,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-08,Airport,786,14,102,902,235,17,44,296
2020-06-08,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-08,Hung Hom,0,0,0,0,0,0,0,0
2020-06-08,Lo Wu,0,0,0,0,0,0,0,0
2020-06-08,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-08,Hong Kong-Zhuhai-Macao Bridge,152,11,10,173,113,11,3,127
2020-06-08,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-08,Man Kam To,0,0,0,0,0,0,0,0
2020-06-08,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-08,Shenzhen Bay,2081,287,22,2390,942,107,13,1062
2020-06-08,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-08,Harbour Control,0,0,0,0,0,0,0,0
2020-06-08,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-08,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-08,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-09,Airport,559,12,30,601,374,22,44,440
2020-06-09,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-09,Hung Hom,0,0,0,0,0,0,0,0
2020-06-09,Lo Wu,0,0,0,0,0,0,0,0
2020-06-09,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-09,Hong Kong-Zhuhai-Macao Bridge,99,6,8,113,64,7,4,75
2020-06-09,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-09,Man Kam To,0,0,0,0,0,0,0,0
2020-06-09,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-09,Shenzhen Bay,1481,237,19,1737,764,133,5,902
2020-06-09,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-09,Harbour Control,0,0,0,0,0,0,0,0
2020-06-09,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-09,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-09,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-10,Airport,570,3,15,588,330,15,199,544
2020-06-10,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-10,Hung Hom,0,0,0,0,0,0,0,0
2020-06-10,Lo Wu,0,0,0,0,0,0,0,0
2020-06-10,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-10,Hong Kong-Zhuhai-Macao Bridge,114,12,13,139,61,3,1,65
2020-06-10,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-10,Man Kam To,0,0,0,0,0,0,0,0
2020-06-10,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-10,Shenzhen Bay,1520,251,18,1789,714,106,4,824
2020-06-10,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-10,Harbour Control,0,0,0,0,0,0,0,0
2020-06-10,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-10,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-10,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-11,Airport,626,4,19,649,341,10,36,387
2020-06-11,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-11,Hung Hom,0,0,0,0,0,0,0,0
2020-06-11,Lo Wu,0,0,0,0,0,0,0,0
2020-06-11,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-11,Hong Kong-Zhuhai-Macao Bridge,83,7,5,95,61,3,3,67
2020-06-11,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-11,Man Kam To,0,0,0,0,0,0,0,0
2020-06-11,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-11,Shenzhen Bay,1018,175,8,1201,483,61,8,552
2020-06-11,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-11,Harbour Control,0,0,0,0,0,0,0,0
2020-06-11,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-11,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-11,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-12,Airport,1082,7,72,1161,482,5,92,579
2020-06-12,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-12,Hung Hom,0,0,0,0,0,0,0,0
2020-06-12,Lo Wu,0,0,0,0,0,0,0,0
2020-06-12,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-12,Hong Kong-Zhuhai-Macao Bridge,68,9,31,108,48,2,4,54
2020-06-12,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-12,Man Kam To,0,0,0,0,0,0,0,0
2020-06-12,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-12,Shenzhen Bay,924,166,19,1109,451,63,6,520
2020-06-12,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-12,Harbour Control,0,0,0,0,0,0,0,0
2020-06-12,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-12,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-12,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-13,Airport,732,4,54,790,331,14,62,407
2020-06-13,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-13,Hung Hom,0,0,0,0,0,0,0,0
2020-06-13,Lo Wu,0,0,0,0,0,0,0,0
2020-06-13,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-13,Hong Kong-Zhuhai-Macao Bridge,87,7,4,98,50,3,4,57
2020-06-13,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-13,Man Kam To,0,0,0,0,0,0,0,0
2020-06-13,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-13,Shenzhen Bay,863,225,19,1107,398,65,7,470
2020-06-13,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-13,Harbour Control,0,0,0,0,0,0,0,0
2020-06-13,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-13,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-13,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-14,Airport,970,3,50,1023,550,16,80,646
2020-06-14,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-14,Hung Hom,0,0,0,0,0,0,0,0
2020-06-14,Lo Wu,0,0,0,0,0,0,0,0
2020-06-14,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-14,Hong Kong-Zhuhai-Macao Bridge,30,4,3,37,28,3,6,37
2020-06-14,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-14,Man Kam To,0,0,0,0,0,0,0,0
2020-06-14,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-14,Shenzhen Bay,651,149,14,814,298,79,6,383
2020-06-14,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-14,Harbour Control,0,0,0,0,0,0,0,0
2020-06-14,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-14,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-14,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-15,Airport,877,7,75,959,280,12,58,350
2020-06-15,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-15,Hung Hom,0,0,0,0,0,0,0,0
2020-06-15,Lo Wu,0,0,0,0,0,0,0,0
2020-06-15,Lok Ma Chau Spur Line,1297,0,0,1297,1297,0,0,1297
2020-06-15,Hong Kong-Zhuhai-Macao Bridge,51,3,3,57,63,1,5,69
2020-06-15,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-15,Man Kam To,0,0,0,0,0,0,0,0
2020-06-15,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-15,Shenzhen Bay,1259,160,18,1437,858,74,23,955
2020-06-15,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-15,Harbour Control,0,0,0,0,0,0,0,0
2020-06-15,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-15,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-15,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-16,Airport,928,4,42,974,477,19,51,547
2020-06-16,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-16,Hung Hom,0,0,0,0,0,0,0,0
2020-06-16,Lo Wu,0,0,0,0,0,0,0,0
2020-06-16,Lok Ma Chau Spur Line,1249,0,0,1249,1249,0,0,1249
2020-06-16,Hong Kong-Zhuhai-Macao Bridge,55,1,9,65,82,4,11,97
2020-06-16,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-16,Man Kam To,0,0,0,0,0,0,0,0
2020-06-16,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-16,Shenzhen Bay,1127,159,15,1301,796,77,3,876
2020-06-16,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-16,Harbour Control,0,0,0,0,0,0,0,0
2020-06-16,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-16,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-16,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-17,Airport,846,11,40,897,243,8,35,286
2020-06-17,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-17,Hung Hom,0,0,0,0,0,0,0,0
2020-06-17,Lo Wu,0,0,0,0,0,0,0,0
2020-06-17,Lok Ma Chau Spur Line,1272,0,0,1272,1272,0,0,1272
2020-06-17,Hong Kong-Zhuhai-Macao Bridge,71,0,12,83,75,6,1,82
2020-06-17,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-17,Man Kam To,0,0,0,0,0,0,0,0
2020-06-17,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-17,Shenzhen Bay,1074,137,17,1228,796,112,2,910
2020-06-17,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-17,Harbour Control,0,0,0,0,0,0,0,0
2020-06-17,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-17,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-17,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-18,Airport,708,0,34,742,438,6,95,539
2020-06-18,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-18,Hung Hom,0,0,0,0,0,0,0,0
2020-06-18,Lo Wu,0,0,0,0,0,0,0,0
2020-06-18,Lok Ma Chau Spur Line,1271,0,0,1271,1271,0,0,1271
2020-06-18,Hong Kong-Zhuhai-Macao Bridge,56,3,4,63,60,8,3,71
2020-06-18,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-18,Man Kam To,0,0,0,0,0,0,0,0
2020-06-18,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-18,Shenzhen Bay,1026,143,19,1188,845,92,1,938
2020-06-18,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-18,Harbour Control,0,0,0,0,0,0,0,0
2020-06-18,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-18,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-18,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-19,Airport,1022,2,86,1110,641,5,180,826
2020-06-19,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-19,Hung Hom,0,0,0,0,0,0,0,0
2020-06-19,Lo Wu,0,0,0,0,0,0,0,0
2020-06-19,Lok Ma Chau Spur Line,1147,0,0,1147,1146,0,0,1146
2020-06-19,Hong Kong-Zhuhai-Macao Bridge,59,8,3,70,71,1,8,80
2020-06-19,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-19,Man Kam To,0,0,0,0,0,0,0,0
2020-06-19,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-19,Shenzhen Bay,1000,110,10,1120,741,75,13,829
2020-06-19,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-19,Harbour Control,0,0,0,0,0,0,0,0
2020-06-19,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-19,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-19,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-20,Airport,972,12,54,1038,392,5,51,448
2020-06-20,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-20,Hung Hom,0,0,0,0,0,0,0,0
2020-06-20,Lo Wu,0,0,0,0,0,0,0,0
2020-06-20,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-20,Hong Kong-Zhuhai-Macao Bridge,46,5,8,59,54,4,6,64
2020-06-20,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-20,Man Kam To,0,0,0,0,0,0,0,0
2020-06-20,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-20,Shenzhen Bay,728,154,21,903,444,85,5,534
2020-06-20,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-20,Harbour Control,0,0,0,0,0,0,0,0
2020-06-20,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-20,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-20,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-21,Airport,1385,5,71,1461,742,27,78,847
2020-06-21,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-21,Hung Hom,0,0,0,0,0,0,0,0
2020-06-21,Lo Wu,0,0,0,0,0,0,0,0
2020-06-21,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-21,Hong Kong-Zhuhai-Macao Bridge,52,0,1,53,38,3,2,43
2020-06-21,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-21,Man Kam To,0,0,0,0,0,0,0,0
2020-06-21,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-21,Shenzhen Bay,623,141,17,781,399,77,5,481
2020-06-21,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-21,Harbour Control,0,0,0,0,0,0,0,0
2020-06-21,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-21,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-21,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-22,Airport,592,7,64,663,211,4,36,251
2020-06-22,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-22,Hung Hom,0,0,0,0,0,0,0,0
2020-06-22,Lo Wu,0,0,0,0,0,0,0,0
2020-06-22,Lok Ma Chau Spur Line,1285,0,0,1285,1285,0,0,1285
2020-06-22,Hong Kong-Zhuhai-Macao Bridge,54,4,2,60,86,5,14,105
2020-06-22,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-22,Man Kam To,0,0,0,0,0,0,0,0
2020-06-22,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-22,Shenzhen Bay,1048,168,18,1234,998,74,31,1103
2020-06-22,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-22,Harbour Control,0,0,0,0,0,0,0,0
2020-06-22,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-22,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-22,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-23,Airport,1179,9,34,1222,429,18,54,501
2020-06-23,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-23,Hung Hom,0,0,0,0,0,0,0,0
2020-06-23,Lo Wu,0,0,0,0,0,0,0,0
2020-06-23,Lok Ma Chau Spur Line,1299,0,0,1299,1299,0,0,1299
2020-06-23,Hong Kong-Zhuhai-Macao Bridge,48,2,3,53,58,3,4,65
2020-06-23,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-23,Man Kam To,0,0,0,0,0,0,0,0
2020-06-23,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-23,Shenzhen Bay,973,136,9,1118,778,73,6,857
2020-06-23,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-23,Harbour Control,0,0,0,0,0,0,0,0
2020-06-23,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-23,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-23,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-24,Airport,738,3,55,796,547,6,44,597
2020-06-24,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-24,Hung Hom,0,0,0,0,0,0,0,0
2020-06-24,Lo Wu,0,0,0,0,0,0,0,0
2020-06-24,Lok Ma Chau Spur Line,1292,0,0,1292,1293,0,0,1293
2020-06-24,Hong Kong-Zhuhai-Macao Bridge,52,2,3,57,67,5,4,76
2020-06-24,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-24,Man Kam To,0,0,0,0,0,0,0,0
2020-06-24,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-24,Shenzhen Bay,1019,99,15,1133,796,72,4,872
2020-06-24,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-24,Harbour Control,0,0,0,0,0,0,0,0
2020-06-24,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-24,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-24,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-25,Airport,815,2,46,863,716,11,68,795
2020-06-25,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-25,Hung Hom,0,0,0,0,0,0,0,0
2020-06-25,Lo Wu,0,0,0,0,0,0,0,0
2020-06-25,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-25,Hong Kong-Zhuhai-Macao Bridge,49,2,1,52,57,3,3,63
2020-06-25,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-25,Man Kam To,0,0,0,0,0,0,0,0
2020-06-25,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-25,Shenzhen Bay,501,93,9,603,383,56,0,439
2020-06-25,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-25,Harbour Control,0,0,0,0,0,0,0,0
2020-06-25,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-25,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-25,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-26,Airport,1077,8,57,1142,640,13,85,738
2020-06-26,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-26,Hung Hom,0,0,0,0,0,0,0,0
2020-06-26,Lo Wu,0,0,0,0,0,0,0,0
2020-06-26,Lok Ma Chau Spur Line,1264,0,0,1264,1264,0,0,1264
2020-06-26,Hong Kong-Zhuhai-Macao Bridge,40,3,6,49,58,7,2,67
2020-06-26,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-26,Man Kam To,0,0,0,0,0,0,0,0
2020-06-26,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-26,Shenzhen Bay,813,99,17,929,732,76,2,810
2020-06-26,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-26,Harbour Control,0,0,0,0,0,0,0,0
2020-06-26,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-26,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-26,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-27,Airport,1024,1,53,1078,625,15,138,778
2020-06-27,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-27,Hung Hom,0,0,0,0,0,0,0,0
2020-06-27,Lo Wu,0,0,0,0,0,0,0,0
2020-06-27,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
2020-06-27,Hong Kong-Zhuhai-Macao Bridge,37,7,10,54,42,2,3,47
2020-06-27,Lok Ma Chau,0,0,0,0,0,0,0,0
2020-06-27,Man Kam To,0,0,0,0,0,0,0,0
2020-06-27,Sha Tau Kok,0,0,0,0,0,0,0,0
2020-06-27,Shenzhen Bay,527,73,12,612,339,69,7,415
2020-06-27,China Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-27,Harbour Control,0,0,0,0,0,0,0,0
2020-06-27,Kai Tak Cruise Terminal,0,0,0,0,0,0,0,0
2020-06-27,Macau Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-27,Tuen Mun Ferry Terminal,0,0,0,0,0,0,0,0
2020-06-28,Airport,928,5,69,1002,874,1,103,978
2020-06-28,Express Rail Link West Kowloon,0,0,0,0,0,0,0,0
2020-06-28,Hung Hom,0,0,0,0,0,0,0,0
2020-06-28,Lo Wu,0,0,0,0,0,0,0,0
2020-06-28,Lok Ma Chau Spur Line,0,0,0,0,0,0,0,0
